Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Outstanding_Debt,Interest_Rate,Monthly_EMI,Missed_Payments
7456,8926,Personal,793585,573537,2.54,15793,9
7457,8776,Business,1823116,1237809,16.54,40995,6
7458,8518,Education,941636,3334941,30.25,31718,3
7459,5338,Education,131590,143148,15.32,62392,7
7460,9049,Education,2613219,384357,39.38,52015,2
7461,5578,Education,1614219,257352,24.75,33133,6
7462,1108,Business,4714307,1522703,1.77,61033,5
7463,7559,Home,2848673,376947,28.03,8871,0
7464,2693,Home,4507747,3394527,21.89,35788,8
7465,8455,Business,3440530,2146165,4.74,20411,4
7466,2607,Home,1925831,3572768,22.09,51218,4
7467,1692,Business,4042800,3847125,39.88,11192,2
7468,7451,Business,1753925,3126605,5.32,22382,7
7469,3156,Business,3457783,1440478,12.33,74441,5
7470,9146,Education,1611908,1154640,49.33,44104,9
7471,2434,Personal,4998432,896145,20.73,71525,3
7472,8429,Home,3008114,620728,41.51,13127,9
7473,4626,Business,4445234,3144563,25.2,46215,1
7474,9544,Car,4714607,2310983,11.6,63242,3
7475,6943,Education,827776,3212478,4.3,43814,0
7476,3455,Car,208008,3441251,37.32,42595,0
7477,4757,Home,3986316,1607440,24.25,36330,11
7478,8858,Home,4710177,1539523,48.97,16396,7
7479,5169,Car,2816186,2093118,45.14,93587,3
7480,123,Business,356441,2131799,7.71,5342,8
7481,4952,Car,1030328,1382243,32.85,2134,5
7482,7524,Business,4230688,3984003,9.17,70691,9
7483,5668,Education,1957575,2135230,18.25,57496,3
7484,7249,Business,2635294,1500068,16.65,68559,8
7485,8122,Car,2998595,479651,25.75,56639,11
7486,4208,Personal,2548993,2999294,41.72,74522,9
7487,4335,Education,3904872,1623733,44.24,32103,0
7488,354,Education,512085,1516968,34.15,22801,3
7489,2871,Car,210214,1756863,31.51,22472,11
7490,177,Personal,820102,1978082,46.15,83739,6
7491,3189,Personal,2890429,1332720,5.09,31182,2
7492,2969,Home,428837,906623,19.61,5780,10
7493,2248,Personal,1129996,3295143,10.9,94659,9
7494,2632,Home,1774652,3691283,6.84,95048,5
7495,5806,Business,4427445,2098488,33.55,34719,9
7496,4564,Business,4813872,1462436,9.6,38806,3
7497,3008,Business,77374,3310016,48.02,97658,8
7498,545,Home,2541050,3430805,26.39,14850,9
7499,6695,Personal,3267650,2421838,23.57,25533,3
7500,2627,Car,895035,1683355,17.88,66090,3
7501,7477,Education,4125983,3039527,13.69,22048,9
7502,2527,Personal,3636734,3373015,45.57,37537,8
7503,7144,Home,3124578,1880313,30.76,43424,1
7504,9127,Car,3732211,600683,11.82,64155,1
7505,9078,Home,1679887,2501223,34.17,60270,3
7506,8980,Home,3356715,3977834,11.87,8191,1
7507,914,Education,3656020,2644023,38.53,55503,1
7508,3932,Car,322794,3860448,27.66,41991,5
7509,4219,Business,2493857,939274,22.11,25490,3
7510,7846,Personal,2264330,2954701,32.74,17493,9
7511,9367,Business,3932473,2979777,43.57,62735,2
7512,1725,Home,2604538,1292932,20.16,13719,3
7513,486,Education,2551376,1195383,34.42,13370,6
7514,3979,Car,2901491,3486509,18.16,62559,6
7515,8912,Education,3482603,2578304,18.04,43551,2
7516,7724,Education,3652952,1369258,41.94,21727,10
7517,9446,Car,3404610,1176857,27.41,30041,8
7518,3879,Car,4900453,1743846,20.23,80076,9
7519,8748,Car,3930299,964075,10.07,41318,1
7520,8563,Education,58068,1237247,39.81,87920,1
7521,9695,Home,4739229,3092438,31.51,31427,2
7522,3653,Education,920708,3121612,36.0,21336,5
7523,6517,Home,1621893,3232649,21.8,31600,5
7524,9732,Personal,2342781,2610557,15.41,20392,6
7525,6650,Home,1287254,2404240,36.22,15315,6
7526,474,Personal,1894905,902102,4.32,90420,0
7527,878,Business,2898784,3426949,33.0,90487,6
7528,5244,Personal,2664120,1553267,48.84,98723,0
7529,1755,Education,4622620,1932232,40.73,13750,2
7530,2311,Business,3902408,21583,36.61,82166,3
7531,5475,Education,4360574,2460046,22.05,91285,5
7532,8756,Education,1915287,2865613,0.81,66701,10
7533,1186,Personal,2235035,3725100,49.24,71610,3
7534,3555,Car,1619355,1859139,46.03,88022,11
7535,1541,Education,3905392,303313,24.91,33361,3
7536,8156,Business,2205693,1656499,34.37,31770,5
7537,6704,Education,2079219,1106387,27.99,76839,3
7538,1876,Car,172407,3633784,34.5,96588,5
7539,591,Car,1798959,3835158,2.69,34562,9
7540,725,Education,3406415,3543183,49.92,87745,2
7541,4416,Car,122231,3126794,39.03,54787,7
7542,5737,Personal,4217770,1296500,13.29,39591,5
7543,4123,Home,3848876,3741670,27.12,58769,8
7544,9133,Car,4410115,47695,23.67,22533,1
7545,687,Education,1640888,2362011,17.72,48375,4
7546,2741,Car,4261310,3883075,21.93,55774,9
7547,6578,Education,4850217,3328293,28.46,29638,10
7548,6443,Business,3445629,1408285,25.57,66518,8
7549,9129,Education,3690661,2486432,41.91,17008,5
7550,1327,Business,660259,1753811,5.96,3081,5
7551,4141,Home,4997699,99397,2.79,82970,11
7552,5106,Personal,3522675,3861267,25.28,22663,6
7553,1117,Home,1784136,2847125,23.37,27530,6
7554,3582,Education,879369,616009,32.27,96614,4
7555,8156,Home,204118,3469748,14.51,56582,7
7556,8949,Business,1234482,242883,4.48,28099,5
7557,6355,Home,4813241,1214771,40.22,88005,3
7558,7743,Personal,3002587,1232771,22.02,22299,0
7559,9668,Car,139276,3743368,6.79,24998,0
7560,6395,Business,3610702,2301674,47.78,63737,10
7561,5301,Home,3327134,3213326,47.21,33444,5
7562,922,Home,1977976,2751896,8.13,4687,4
7563,8519,Home,1192885,2881338,40.34,41816,2
7564,5035,Business,3221791,1005371,27.01,95352,11
7565,720,Home,3609814,3626425,14.92,21981,5
7566,1971,Car,4266686,2518944,19.67,43917,7
7567,7549,Education,822839,1946154,48.22,93738,4
7568,9125,Home,1985405,2420903,16.7,13400,3
7569,5421,Car,2802088,3860867,10.68,14908,7
7570,907,Business,2685197,1765738,23.35,53930,3
7571,6834,Education,448496,985107,30.74,74393,7
7572,6689,Business,796052,1171040,14.23,92478,5
7573,834,Education,2955693,126088,38.69,68499,9
7574,3834,Car,300689,3789418,30.28,13622,4
7575,1165,Car,3290632,3599947,46.4,83319,0
7576,4871,Education,1786137,1794000,16.03,42855,1
7577,8227,Car,74313,3679596,33.2,31795,6
7578,2323,Personal,984740,847886,44.3,29961,1
7579,4706,Education,2725389,3890552,0.22,88509,9
7580,4770,Home,1052358,3461227,24.73,82996,2
7581,7066,Home,4489320,3152868,27.72,36325,6
7582,1754,Home,874814,1274368,25.39,82850,2
7583,5731,Home,1177844,157435,14.58,43069,8
7584,8383,Home,1482247,1185746,4.51,75535,8
7585,9482,Personal,2229110,779918,43.25,12908,6
7586,3038,Home,2335054,3351554,25.5,77999,4
7587,6626,Car,230941,3001008,3.62,57096,1
7588,4711,Business,816276,1153822,20.52,13881,4
7589,457,Car,2929020,3230651,9.16,86668,4
7590,639,Car,168626,2790795,15.54,92747,1
7591,1697,Personal,1979839,2435483,40.83,33938,8
7592,2935,Personal,3657433,2464882,25.99,50608,4
7593,71,Car,929207,1936958,11.8,74359,10
7594,2960,Car,4583765,2661685,40.52,87194,8
7595,6878,Home,982713,2389834,9.64,82935,7
7596,6354,Business,2403568,3020840,15.87,58136,8
7597,4288,Personal,1040873,787818,1.66,50375,5
7598,188,Business,988965,3044850,47.85,4278,7
7599,7283,Business,1589661,306231,20.92,78904,11
7600,3598,Personal,3811777,2077793,8.33,31604,2
7601,2013,Business,4604063,1547704,25.59,57331,2
7602,4005,Home,695586,2265172,5.29,36916,9
7603,3283,Personal,2913306,924968,44.98,63729,8
7604,2950,Car,2906605,815238,3.07,32884,0
7605,3653,Education,4131343,1148577,31.03,27712,4
7606,5778,Home,3322344,1413185,44.59,20588,2
7607,3944,Personal,1024686,3294847,12.38,48422,4
7608,635,Business,3998944,3723799,4.91,63620,4
7609,4690,Car,925609,1971563,23.2,15419,5
7610,7901,Education,780880,3305835,29.54,79545,7
7611,1331,Personal,4344988,3516006,14.49,56445,0
7612,6541,Home,2203487,1415478,16.26,38204,11
7613,9619,Home,3439770,2156399,31.9,71801,7
7614,8773,Car,3315365,502487,48.83,26048,10
7615,8729,Home,3225267,361396,21.24,53532,4
7616,5725,Personal,1469743,329327,22.19,53186,11
7617,5337,Car,86418,673502,43.52,16350,10
7618,5795,Education,2935711,1830780,19.49,41578,7
7619,6836,Personal,3666026,2919055,16.42,59093,10
7620,192,Home,1418053,3401305,23.29,11152,10
7621,1667,Education,4276018,3774274,2.1,39312,11
7622,8228,Education,3364433,1350192,45.53,26322,1
7623,5692,Car,1480481,1314152,4.89,82945,4
7624,8312,Home,4458111,1658551,45.03,58632,4
7625,6407,Business,1722402,1992960,46.7,43343,10
7626,3668,Education,2143801,806196,44.29,8378,1
7627,5358,Education,2388392,1381417,4.35,41199,6
7628,3112,Personal,4604324,2384507,27.3,38531,11
7629,9541,Car,1122421,2473432,17.73,83466,0
7630,7030,Business,3017719,2839,8.58,53215,6
7631,800,Home,4133211,3000970,27.08,87170,9
7632,5047,Home,3591148,3036212,2.08,94660,10
7633,4744,Personal,4477338,3964481,15.21,6594,11
7634,8189,Business,3475060,3527714,26.12,28671,2
7635,8803,Home,292241,2550557,49.04,6431,2
7636,7814,Education,698381,323160,25.87,2480,4
7637,5695,Education,4354579,3568426,15.57,47436,8
7638,4140,Personal,4075953,1306988,27.62,34335,2
7639,7681,Home,3684036,2896438,2.44,35315,3
7640,2163,Personal,245069,1563478,40.83,50838,10
7641,4315,Personal,4985241,2259869,45.09,44844,7
7642,4313,Car,1712305,872513,1.97,80311,5
7643,216,Home,520511,3437137,10.34,41146,5
7644,6684,Home,4972868,3721734,1.77,29675,6
7645,7874,Personal,2357582,1730186,45.06,98614,6
7646,8519,Personal,1336218,2171378,0.91,98335,5
7647,7499,Education,499974,3157112,1.1,27339,11
7648,5726,Car,893052,1261410,28.67,75601,8
7649,7891,Personal,2839687,522195,9.33,29804,11
7650,9897,Home,1241928,860497,46.25,41099,2
7651,4176,Car,1924403,3369161,40.64,71091,11
7652,7578,Home,3639748,716123,10.71,35156,9
7653,4090,Car,1241389,273553,22.11,14300,5
7654,3106,Education,4005490,1405079,42.13,96533,1
7655,2802,Business,2793820,1939966,0.87,21954,8
7656,1477,Business,1989328,2715693,23.73,7114,8
7657,3924,Personal,3161958,1104784,22.95,65304,3
7658,6260,Business,3800476,3618483,46.78,62496,8
7659,1061,Home,3228529,2825357,17.16,49241,6
7660,6087,Home,768159,1911551,10.61,53041,7
7661,9353,Car,4371727,3972838,16.08,57555,2
7662,8826,Education,1996970,3200053,14.68,68338,11
7663,2085,Personal,4184552,2744044,40.83,43904,4
7664,905,Personal,4917412,788234,34.22,54326,3
7665,4044,Home,574953,2153851,21.91,50087,5
7666,2700,Home,4247897,650189,42.78,11841,2
7667,4624,Business,2599772,1306063,29.59,10966,11
7668,3689,Personal,4530017,1463192,6.24,73069,10
7669,2696,Car,4050906,1301870,33.97,30477,11
7670,82,Education,1543689,852318,13.18,70886,2
7671,4682,Personal,4250351,3228811,34.23,65172,11
7672,6625,Car,1949304,3092945,25.79,68714,0
7673,1244,Home,752322,3204185,37.58,42817,9
7674,4855,Car,2331015,669509,24.16,40474,2
7675,4851,Car,4026277,2049344,44.16,4079,4
7676,8509,Personal,280728,938621,18.22,67145,3
7677,9153,Car,4719956,273378,14.89,76414,3
7678,6691,Personal,4631306,3301854,11.1,96469,10
7679,6273,Business,4639197,2568510,27.06,85078,9
7680,8036,Business,2804604,702255,14.54,99418,9
7681,6773,Car,1958294,1102014,35.97,88299,6
7682,5887,Car,1808630,3913271,12.17,67308,6
7683,8425,Education,419003,982057,25.74,17911,10
7684,4824,Home,2423834,3843389,30.99,72938,10
7685,3412,Business,2365788,282416,24.04,79087,9
7686,6740,Car,2267895,395264,2.11,89752,4
7687,2680,Car,2811130,1887636,16.8,40887,10
7688,5207,Car,2151431,74812,42.15,70755,5
7689,3600,Car,1320845,2666918,35.27,79014,0
7690,4905,Car,4034483,1020861,49.42,53499,5
7691,2414,Education,3138054,17379,14.62,21172,10
7692,8283,Home,1559277,65407,46.53,82241,0
7693,5961,Education,1107704,1542174,21.33,43458,9
7694,29,Personal,2920739,2189528,3.68,84486,8
7695,6798,Education,566461,3390500,17.95,95697,5
7696,6495,Home,3710121,932804,10.1,13563,7
7697,4231,Home,4884341,316117,14.23,61208,1
7698,8620,Personal,3869316,823339,16.7,65794,5
7699,5897,Personal,4537139,1334945,15.56,37770,7
7700,7612,Home,3795747,732114,1.68,24689,3
7701,5971,Business,453573,3992258,14.73,5290,4
7702,2613,Home,2158226,874493,29.62,76215,11
7703,2607,Personal,338093,3778504,38.83,63054,4
7704,3472,Business,801753,1825251,0.31,9807,9
7705,4143,Personal,1405340,1190397,5.0,21474,1
7706,4864,Education,1615001,3139934,31.16,63111,6
7707,8613,Home,4022254,762917,3.92,43792,9
7708,8983,Education,289000,1642844,0.81,54406,4
7709,8165,Car,2467116,2994352,15.77,35374,0
7710,6303,Education,4297694,3037862,34.63,13085,2
7711,5434,Car,3833137,3530645,42.64,19052,10
7712,8534,Home,1048384,3980774,26.56,7055,8
7713,2026,Personal,4241818,1776233,23.79,18877,9
7714,5501,Business,1480791,1089506,26.26,82020,11
7715,6134,Business,4431281,2576384,22.36,52047,5
7716,772,Car,3030456,1136932,39.08,44600,11
7717,697,Personal,4198377,785989,30.94,78434,0
7718,6175,Car,3247235,637257,7.26,79837,7
7719,9932,Business,3559297,3124206,46.89,69120,8
7720,6966,Business,2294975,3991219,9.41,99254,5
7721,2217,Home,133167,297495,8.65,92897,4
7722,7177,Car,2503483,3681946,18.33,22537,5
7723,3863,Car,2486121,3728738,18.67,23505,4
7724,5537,Business,3702392,1082602,4.06,21941,11
7725,1491,Business,3786207,523351,4.91,25379,1
7726,2501,Home,4625016,181278,48.62,30033,7
7727,7671,Personal,4174723,2700964,5.95,78540,1
7728,1333,Personal,3849416,1801336,47.98,34166,3
7729,8981,Personal,2242228,2020460,34.54,35309,11
7730,832,Education,760099,3047342,10.89,22694,6
7731,3264,Personal,468618,3937290,20.61,67976,4
7732,3497,Home,626249,3351944,11.55,89688,11
7733,7214,Car,1149919,1089236,11.7,95186,6
7734,8598,Car,2127643,3945642,32.4,35939,4
7735,1124,Personal,4660511,3852723,16.82,79739,3
7736,3225,Education,1945413,2081276,42.4,52353,9
7737,8026,Car,463267,570895,26.34,35392,8
7738,2144,Education,2014676,1794947,13.08,86704,8
7739,2290,Personal,444663,490240,1.73,85926,9
7740,5092,Education,2184710,3258118,29.66,96710,6
7741,9266,Business,2954038,1514611,46.87,90549,9
7742,1360,Business,3985981,768325,25.31,40564,1
7743,8549,Business,2160918,1086166,27.09,74635,0
7744,72,Home,1267460,1243855,13.49,92884,4
7745,6493,Home,2928700,3769669,32.83,68289,2
7746,1459,Personal,1969717,1575162,25.38,75253,6
7747,1458,Education,1478203,3981745,35.71,49718,1
7748,3129,Education,3238536,2902088,6.04,13567,8
7749,7365,Business,4965363,377471,11.53,40637,6
7750,6680,Business,448449,1238861,41.24,84039,9
7751,2303,Business,3086678,2043284,48.34,55498,2
7752,709,Education,4789220,1943099,40.91,48283,8
7753,1291,Education,446046,1883804,22.31,42887,2
7754,8417,Business,2839165,2171791,3.61,27040,6
7755,1117,Education,1851134,474161,43.76,15004,11
7756,6242,Home,473098,183696,40.42,83279,8
7757,3906,Personal,1835788,1219354,48.02,48415,4
7758,4845,Business,1825126,1029027,20.48,41229,1
7759,937,Car,4043493,1381427,34.53,90410,3
7760,6192,Home,1926206,349672,7.94,25352,2
7761,5936,Business,2314353,479073,45.87,89844,0
7762,3241,Business,2676410,3349600,34.97,38849,3
7763,9786,Education,2611420,2062903,36.1,73880,0
7764,8776,Home,2586934,1824971,33.68,58592,0
7765,4405,Personal,1397603,3112122,36.02,19578,11
7766,3181,Car,2382039,3036227,7.59,81062,3
7767,587,Business,404914,252241,33.83,47451,6
7768,78,Personal,1096752,1915815,19.65,49875,4
7769,512,Car,3860968,2571772,16.76,79554,7
7770,3184,Personal,3760861,2370606,12.97,5166,6
7771,1562,Education,4404016,1141276,43.22,67144,6
7772,1580,Home,3451908,102527,36.94,90395,1
7773,4962,Business,2028511,2820263,14.84,56949,3
7774,1396,Car,1630776,2560688,5.46,22352,6
7775,9716,Business,3840949,756067,21.27,34848,2
7776,3125,Car,4825234,1789625,30.8,15107,2
7777,7844,Personal,1490684,1910505,0.5,20452,1
7778,737,Business,3469360,3220732,26.05,92238,6
7779,1631,Home,4521134,3309476,5.18,77675,2
7780,268,Car,4696251,3879376,40.93,93108,1
7781,9670,Education,1142332,2682206,33.55,76590,5
7782,2443,Personal,2717672,1343077,19.0,61861,5
7783,4351,Education,192643,3063552,11.16,32984,2
7784,8361,Personal,1975738,2146081,19.17,76548,6
7785,5591,Home,1149565,1510120,44.74,45567,8
7786,5751,Education,4013769,1384215,3.38,34217,10
7787,369,Personal,1746519,889498,45.94,47310,10
7788,7333,Education,2691847,362019,3.74,18428,6
7789,5372,Personal,2342492,3821695,1.84,69680,1
7790,1414,Home,4014749,686874,9.97,4787,2
7791,6685,Business,3400326,3873896,7.31,99892,10
7792,5061,Personal,4289682,3578175,46.59,88935,1
7793,3821,Car,4415920,719778,12.23,96647,7
7794,8339,Business,1198318,1336880,41.25,34974,5
7795,3843,Education,210863,3846212,16.02,43376,4
7796,2600,Education,2510225,459435,7.41,25684,9
7797,3278,Education,1185999,2500871,21.04,92557,1
7798,3119,Car,4498613,615461,4.89,59817,10
7799,3968,Car,626925,1711261,30.16,21842,11
7800,9576,Car,3601280,1009667,8.02,23215,1
7801,5820,Car,3468216,2813145,28.03,90244,10
7802,7931,Car,4825677,1736957,11.8,99711,5
7803,3927,Car,108149,2285424,45.86,43748,4
7804,3483,Business,2204289,3408197,10.89,7940,1
7805,1509,Business,298731,3953636,23.38,33744,0
7806,5824,Education,485767,701348,0.87,75882,11
7807,9814,Car,2178032,2084072,6.04,36787,2
7808,4598,Home,2959057,3119158,8.08,46590,8
7809,7947,Education,4841809,1387118,41.38,24560,7
7810,6351,Education,4130799,269268,31.19,17147,9
7811,1885,Personal,1800566,2727027,2.0,6436,5
7812,335,Education,1891797,2824319,9.03,71647,3
7813,8473,Education,4030302,3242211,43.42,88820,10
7814,5205,Education,1854078,992192,15.33,35948,10
7815,9643,Personal,175228,2426253,10.45,36707,7
7816,8777,Home,3489404,541777,39.83,21335,1
7817,9689,Car,3780185,1785175,19.83,56989,6
7818,1265,Personal,1844894,2987958,24.19,18814,4
7819,1437,Car,4151222,1453315,35.25,87221,8
7820,5726,Business,844466,3146155,45.4,34168,3
7821,5465,Education,1091675,3899408,34.93,93654,2
7822,4515,Education,4064564,2989883,19.69,7691,9
7823,9601,Education,802387,73000,48.21,65528,11
7824,4120,Education,690649,63230,27.41,14176,8
7825,9049,Home,3832483,1799555,45.12,33652,10
7826,403,Car,3450874,960448,44.38,47298,8
7827,4769,Personal,635630,2855449,25.54,21542,6
7828,4200,Personal,720110,3242333,10.42,72516,1
7829,2391,Home,4840600,3644620,18.6,86455,8
7830,4148,Home,4968266,1326535,8.77,16824,11
7831,9436,Business,2770204,461464,7.93,51855,4
7832,624,Car,2287079,2143486,44.75,49089,5
7833,4850,Education,4786756,2745346,7.04,64929,11
7834,9484,Education,3497896,2759036,48.74,83065,8
7835,3323,Home,56109,2290273,13.9,49645,6
7836,9210,Home,56300,2489572,22.93,43477,8
7837,4086,Personal,1893529,301456,9.28,96966,2
7838,8623,Personal,3601181,3439459,18.66,46060,11
7839,6219,Home,1439996,2316517,29.95,4284,8
7840,2081,Business,3514075,800333,45.8,93062,6
7841,2859,Business,3177925,3147638,47.12,36888,5
7842,6351,Education,4331607,2076782,2.66,44573,6
7843,2828,Business,4271883,2615579,26.59,41824,3
7844,8727,Education,683794,718337,6.8,21255,9
7845,5970,Business,4526691,279212,7.26,81754,10
7846,3820,Business,737952,855001,41.04,79536,7
7847,4606,Home,2907374,700893,16.31,30316,7
7848,127,Business,2184065,3372168,49.23,14956,3
7849,7228,Education,2996545,2236460,39.89,92684,7
7850,6966,Car,597314,1673275,27.35,24593,1
7851,6611,Car,694127,1264529,1.78,54125,0
7852,1252,Personal,2470138,2875204,3.61,74107,10
7853,9166,Education,4060271,2024118,30.27,10759,8
7854,5930,Home,180688,2555149,42.0,20539,7
7855,4661,Home,4109240,3082047,25.83,36800,7
7856,2826,Personal,4936026,3761066,43.62,45006,6
7857,1480,Car,2513252,1046312,20.09,53401,3
7858,8386,Education,2672600,118446,46.02,91920,6
7859,3582,Business,688751,776094,44.52,32129,5
7860,1094,Personal,2269537,1428118,31.43,11697,3
7861,6021,Education,434488,1141445,44.93,32817,3
7862,1950,Business,2306038,2831461,26.87,51508,10
7863,1248,Business,4095188,92799,5.15,52424,4
7864,5763,Education,2536598,3356596,36.99,8799,4
7865,8824,Home,72455,474296,32.15,71956,9
7866,3660,Education,2653880,3102027,33.98,67652,8
7867,7450,Education,3373669,556121,2.07,71068,9
7868,6857,Home,4313904,2599758,5.08,60895,4
7869,5320,Personal,722988,1977091,49.9,60695,3
7870,7355,Home,1219770,3717357,38.36,71445,7
7871,2249,Business,2318110,2062465,23.4,79501,9
7872,8024,Car,1260654,3240512,33.52,16014,8
7873,4300,Personal,3203824,2495501,41.65,10299,11
7874,9525,Education,4944350,2677651,45.48,70172,4
7875,2094,Education,3118422,1959229,42.93,81368,10
7876,183,Business,3693554,3536352,27.2,25206,5
7877,8338,Business,779585,1223432,45.53,45889,8
7878,4773,Personal,4825971,772636,39.46,82353,0
7879,6921,Personal,3422772,984471,3.71,89091,5
7880,7783,Personal,4927388,1683571,5.14,70555,7
7881,224,Business,2097144,3916081,36.64,94996,1
7882,1908,Car,4835384,3046477,42.54,55767,0
7883,7187,Home,3670362,3818201,22.15,11117,11
7884,9525,Business,1958722,758281,38.22,4763,3
7885,9386,Car,4927691,3292858,37.32,83410,2
7886,484,Business,3412929,483125,23.65,50285,11
7887,3843,Home,168627,1597973,20.22,31587,1
7888,7716,Personal,929446,3640130,3.73,98422,7
7889,346,Car,261196,757570,49.01,88751,5
7890,5454,Personal,4748262,3691238,10.21,34366,7
7891,9096,Home,1266685,1121466,7.46,19584,9
7892,4533,Business,502579,1652006,4.04,93352,8
7893,3109,Education,1574848,2469465,25.52,92849,3
7894,4325,Home,2830035,2827048,3.38,2948,9
7895,2630,Home,2792313,3761837,43.88,19101,11
7896,7845,Car,2644923,567116,10.08,12730,5
7897,5537,Education,2028873,543101,45.86,56668,7
7898,4433,Car,3426161,85433,42.89,5147,11
7899,1853,Car,2577149,1611476,1.99,18480,8
7900,2998,Personal,3733974,3437641,28.79,2552,6
7901,1763,Home,2286102,740504,9.11,55033,6
7902,2966,Home,2965767,3648993,6.81,2868,0
7903,7404,Home,1573716,1152078,25.79,25043,1
7904,9922,Education,4800350,2325660,9.55,4860,9
7905,8122,Personal,4694543,3423393,22.58,3841,4
7906,9696,Education,3329477,1081130,2.63,69087,6
7907,8818,Business,3612996,1720355,23.53,20936,8
7908,653,Car,2694524,1016339,8.52,30369,9
7909,284,Car,2772357,1417145,5.8,37227,10
7910,3216,Education,4823606,3875337,4.18,89684,6
7911,956,Education,3117137,2388729,31.91,83991,8
7912,6009,Car,4450055,3480259,3.23,23239,0
7913,8344,Personal,3450103,1035972,29.11,58485,9
7914,836,Personal,735071,746794,3.94,53818,9
7915,6630,Car,814743,838959,24.61,6220,11
7916,8288,Business,3923999,2883682,11.49,64897,5
7917,7854,Education,2200277,1059393,7.08,53050,7
7918,7475,Home,2633012,2492155,48.02,79904,1
7919,9754,Business,1395967,3884988,17.42,8674,8
7920,1451,Personal,4021815,1375194,16.21,10296,1
7921,8272,Home,3144666,3260536,48.59,25999,10
7922,8193,Home,143281,2159499,37.71,36408,0
7923,7196,Business,1369657,88611,29.81,21680,10
7924,849,Business,3464650,954393,9.83,20261,5
7925,9439,Education,4417487,333547,31.23,94057,4
7926,400,Business,704178,350905,39.68,99550,3
7927,3694,Car,709315,1322208,43.24,59404,1
7928,7876,Personal,4554201,2107658,43.29,86512,5
7929,7192,Education,3867567,2810251,4.67,32270,10
7930,675,Education,1378630,2490734,14.02,84825,1
7931,4723,Car,3907667,2510073,24.05,22687,4
7932,3874,Home,4724818,3019019,23.71,83654,8
7933,4153,Business,3265901,1351511,24.33,36589,0
7934,8789,Home,2563953,143346,46.88,4510,11
7935,4365,Personal,3288121,2521854,19.91,23285,6
7936,8903,Personal,3874532,3785374,40.72,32549,1
7937,5420,Education,1245432,2887632,23.82,48805,2
7938,8894,Business,4176794,3367488,21.77,11656,11
7939,9810,Home,384538,3835876,47.19,43887,0
7940,8112,Business,1727108,430602,14.95,24775,10
7941,3973,Education,3496754,598867,15.02,80916,7
7942,5973,Education,3749788,1997126,42.2,63504,11
7943,6124,Home,4627240,2048550,22.32,2055,9
7944,7645,Business,4309268,2914008,30.5,36479,2
7945,9981,Car,4582471,1430027,3.35,50923,2
7946,778,Personal,884804,695306,26.19,58948,8
7947,7058,Personal,3842969,270658,27.21,82342,4
7948,8478,Personal,1170278,2787641,31.32,42896,5
7949,9613,Education,2040039,2892605,4.25,26501,7
7950,5637,Car,198425,3358553,43.11,25438,7
7951,9138,Education,220946,3298906,21.0,64512,5
7952,9862,Home,3401050,1789057,14.8,8093,6
7953,9548,Business,1831007,3336432,28.8,27147,0
7954,7436,Business,1681155,998961,27.16,43945,9
7955,5434,Business,1909455,3361665,9.34,36896,3
7956,5588,Business,185918,2284885,15.26,22435,5
7957,6238,Education,1643680,2372384,34.59,61428,11
7958,3652,Business,791425,1844167,10.55,52153,7
7959,6535,Home,961214,1106500,23.57,60438,6
7960,1700,Car,1649568,2327741,43.69,8171,9
7961,4947,Education,472453,3834704,1.27,92467,10
7962,1150,Home,4785303,1285659,41.94,51953,5
7963,113,Home,1026381,1377446,43.25,35604,4
7964,4833,Personal,2293325,299991,36.02,61357,4
7965,8393,Car,2650238,720635,30.14,43031,4
7966,1616,Personal,94313,338112,23.1,57988,4
7967,3645,Business,275769,337297,33.33,9110,5
7968,9172,Home,4658381,1185032,40.33,2973,4
7969,855,Personal,4889427,-4183,11.69,17696,4
7970,550,Home,1492560,2821217,45.49,19166,0
7971,4849,Business,1072555,2690859,14.26,10518,2
7972,3136,Business,2151671,516843,0.68,62100,0
7973,2670,Car,3968537,3242524,34.46,3524,10
7974,8242,Business,1342707,1904870,45.86,8113,11
7975,2852,Car,936119,2666830,43.37,6446,2
7976,1205,Business,2050258,248179,9.52,49215,0
7977,1523,Business,3411450,716839,47.62,77478,5
7978,7535,Car,1893501,1104264,47.02,3699,5
7979,9015,Personal,366921,273703,32.64,70205,5
7980,7589,Education,3800963,1130643,12.78,31062,6
7981,6808,Personal,3846219,1531281,20.92,17389,9
7982,1688,Business,4332094,2703185,26.77,23770,0
7983,6622,Home,2858483,3705130,26.35,90353,9
7984,4746,Education,4622646,1854672,28.98,17204,9
7985,2522,Business,226382,2233748,12.8,99391,7
7986,5381,Car,1905725,1761685,9.55,45456,11
7987,7857,Home,566617,1051629,48.73,39477,3
7988,3712,Education,96029,1663718,6.14,72378,8
7989,8339,Education,4860290,656924,16.24,50032,1
7990,7092,Education,772202,3823237,48.52,35895,1
7991,1617,Home,4477188,767291,36.09,57690,7
7992,6081,Home,3513350,3842221,28.14,99089,0
7993,4704,Car,4562993,2357491,0.69,78355,3
7994,8615,Home,3105438,3404063,43.58,80437,6
7995,7291,Home,1086932,2520951,38.18,42821,11
7996,4097,Personal,3311220,1123983,5.05,77541,10
7997,6806,Car,4926518,2697307,40.49,91912,3
7998,3022,Car,1727173,3913780,13.1,75515,8
